review,sentiment
"what is this!! its so bad. the animation looks so terrible, it looks like a ps1 type game. the actors are awful, they just cannot act to save their lives. i sat through all of this film an then at the end i was annoyed when i realised i had wasted 3 hours of my life. i ' ve not heard of this film, did it ever actually come out in the cinema or did it go straight to dvd? a girl got shot?! what is up with that, it was just a stupid film. they totally copied ' the day after tomorrow '. its got to be one of the worst films i have ever seen. i would definitely recommend to people to not waste their time with this. you could spend your time watching ' the day after tomorrow ', its a lot better. well thats what i think of the film. actually why have i wasted my time writing about it, ah dam!! its really annoying me, its wasted 3 hours and 10 minutes now.",negative
"redundant, but again the case. if you enjoy the former snl comedian and his antics ( in this case, schneider ), then you should go. basic comedy. man ' s life is saved by having various animal organs transplanted into him. unfortunately, he takes on each animal ' s characteristics. former survivor colleen looks pretty good here, now that she doesn ' t have open sores on her legs, and a little makeup on her face! d",negative
"for only doing a few movies with his life the late great chris farley. farley died at the end of 1997 and will be missed mostly by his co actor in tommy boy, david spade. from the lame police academy 4 spade really has done good with his career in films. tommy boy is a classic and we will always remember chris farley when we watch it. from appearing on saturday night live to doing tommy boy, black sheep, beverley hills ninja, almost heroes, billy madison, and dirty work. i think chris farley had a short and successful career. tommy boy was his best in my case and i would watch over and over again and laugh at the same part each time. thank you chris farley.",positive
"tashan - the title itself explains the nature of the movie. < br / > < br / > this type of movies are actually made for flop. what a shame that yash raj films produces such movies those are worthless than c - grade movies. or even some c - grade movies have better and pleasing story than tashan. the much hyped and over - confidently promoted tashan poorly bombed at the box - office which it certainly deserved. < br / > < br / > in my view, this is the worst movie ever made from honourable yash raj films ' banner. how come they handled such a heavy project to new vijay krishna acharya who has no actual sense of making action flick? he tried to imitate sanjay gadhvi ' s ways of making like dhoom but he suffered at last. the action scenes are more like than comics or cartoon movies made for exhausting the audiences. < br / > < br / > the story also loses in its meaning and substances to tenderly win the audiences ' hearts. in most scenes anil kapoor reminds me of southern tamil star rajnikant in his body languages and wordly expressions. i am not a fan of neither saif nor akshay, but the award of kareena should have finally gone to saif ' ' s hand instead of akshay. just from the starting point i expected of it, but at the end it displeased me with the climax truth. saif is the main behind the whole adventure, while akshay joins in the midst. in any movie, the final should be judged with the whole characters of the entire story and the award or say reward should be given to the one who deserves credit. and tashan loses in this way, and unexpectedly failed to become a hit. < br / > < br / > akshay ' s has nothing new to show off his comedian talent here but still reminds of his previous movies. he seriously need to form a new image to his fans that would impress them again and again. in between saif did a great job in race, and now he returned again in his hilarious nature through this movie. but he has fully developed himself in the acting field. and last but not the least about kareena. she looks really hot with bikini dress of which some complain as she became too lean. but i myself don ' t think so, instead she became slim. yes slim!!! it is a good factor for a female to attract the major people",negative
"i was so happy to learn that hari om will finally be theatrically released in 2007. i saw this film three years ago at the vancouver international film festival and have been waiting for it ' s release ever since so i could send everyone i know to see it. it ' s like taking a trip to india.... colorful, magical, thought provoking. aside from one rather strange hollywood style auto rickshaw chase scene this movie is very realistic. this is not a bollywood style song and dance movie but it does have drama and romance and humor. the interactions between the indian taxi driver and the french tourist are a good reflection on the fundamental differences between eastern and western life styles and philosophy. the characters are a little broadly drawn but the acting was very good. visually this movie is a treat as you really do get a sense of what driving through rajasthan is like... dreamlike. sometimes it ' s hard to believe everything you are seeing and experiencing is real... the movie has that same quality. great soundtrack too!",positive
"i still can ' t believe that wes craven was responsible for this piece of crap. this movie is worse than "" deadly friend "". the plot is stupid, the acting is mediocre and the film is deadly dull. i don ' t know why wes craven hates his debut "" last house on the left "" - an absolute masterpiece of the genre and likes ( probably ) this turkey. don ' t get me wrong, i really like some of his movies, but it was a real torture sitting and watching this.",negative
"i had my doubts about another love story wherein disabled individuals find meaning and redemption through honest communication. and it ' s still not at the top of my list. but the performances from helena bonham carter and kenneth branagh and exemplary, almost stunning, and rescue this from being just another tear - jerker. carter ' s depiction of an als victim is strong, perhaps even overdone at times ( sometimes her dialog dissolves into undistinguishable mutterings ). but the overall effect is commendable and rewarding. branagh may be the perfect compliment to her performance. < br / > < br / >",positive
"i ' ve been a jennifer connelly fan since phenomena, and after i heard about seven minutes in heaven, i saw it as soon as i could. the movie is not only a comedy if you think a lot of these things most of us went through as kids and are currently going through not only was the movie terrific led by the phenomenal jennifer connelly it captivated my attention that this movie was terrifically written directed and acted out it was one good deal i loved it and have watched it again and again and for those of you who enjoy a good laugh or love jennifer connelly you to can not put off seeing this movie!!!!",positive
"warning : does contain spoilers. < br / > < br / > open your eyes < br / > < br / > if you have not seen this film and plan on doing so, just stop reading here and take my word for it. you have to see this film. i have seen it four times so far and i still haven ' t made up my mind as to what exactly happened in the film. that is all i am going to say because if you have not seen this film, then stop reading right now. < br / > < br / > if you are still reading then i am going to pose some questions to you and maybe if anyone has any answers you can email me and let me know what you think. < br / > < br / > i remember my grade 11 english teacher quite well. his name was mr. krisak. to me, he was wise beyond his years and he always had this circuitous way of teaching you things that perhaps you weren ' t all too keen on. if we didn ' t like shakespeare, then he turned the story into a modern day romance with modern day language so we could understand it. our class room was never a room, it was a cottage and we were on the lake reading a book at our own leisure time. this was his own indelible way of branding something into our sponge - like minds. < br / > < br / > i begin this review of vanilla sky with a description of this brilliant man because he once gave us an assignment that has been firmly etched in my mind, like the phone number of a long lost best friend, and it finally made some sense to me after watching the matrix. now if i didn ' t know better, i would have thought that the wachowski brothers were really just an alias for my teacher mr. krisak. but giving them the benefit of the doubt, we ' ll assume it wasn ' t him. but that was the first time this assignment was anything more than impalpable. < br / > < br / > he had asked us to prove to him and to ourselves that were real. show me how you can tell that you are real. this got the class spouting off all of the usual ideas that i ' m sure you can imagine. everything from pain, to sense of touch to sense of loss to sense of hunger were spouted off to our teacher to prove to him that we were real. after every scenario that we gave him, he would come",positive
"i saw this film yesterday.. i rented the dvd from blockbuster.. in fact, i know one of the actresses from the film.. i won ' t say who..! ( that ' s kept under wraps.. ) but i must admit, it wasn ' t as good as i thought it would be.. tom savini? hats down to this guy.. but it ' s a shame he wasn ' t in the film for long.. what lacks the film is the idea, the script, sound, etc.. it may look like a good movie.. but it wasn ' t that entertaining.. < br / > < br / > well, i ' m glad my sister paid £10 for renting 3 dvd ' s from blockbuster.. i chose this one.. and i was disappointed. anyway, thumbs down for me..! not my cup of tea! 0 out of 10!",negative
"i would reccomend this film to everyone. not only to the fans of the rocker luciano ligabue, but to all film - buffs. because it ' s sincere, moving, funny and true. because ligabue is a born storyteller and a film lover, and every frame of his film is made with love and care. because his characters are loved and ask to be loved. because most of the italian debut films are lousy and this one, done by an outsider, is a real joy to watch and to listen at. because stefano accorsi is gorgeous and reminds me of andrea pazienza, who was, like freccia, beautiful and talented and good and lost his life because of the heroin, that ligabue shows as it is, unglamorous and ugly, without indulging in easy moralisms. because it ' s a film that speaks to our heart, our ears, our souls. and because i lived the experience of the fm radios and it was exactly like that. thanks, luciano!",positive
"recognizing the picture of the diner on the cover of the dvd made me realize that this was a local movie. the word detroit in the title furthered my suspecions and i did some looking up of things and yes, a local movie it was. < br / > < br / > so i picked it up. someone i knew actually knew some of the producers / director ( dont remember which ) and said the producers / directors got people to pay to be in this movie. < br / > < br / > brilliant! what a great idea. the movie makers get some capital to do the movie with, thanks to their cast and crew. then the investors ( cast, crew, others ) get some of the profits, i ' m imagining. < br / > < br / > profits! < br / > < br / > um anyways. this film totally underwhelmed me. the special effects were special as in special children who ride the small buses to school. the acting was very amusing, not intentionally however. there ' s a great line where a guy says "" well? this bone aint gonna smoke itself! "" as a pickup line. unfortunately that is the only fun part of the whole film. the story? well, i sort of followed it about 3 / 5 of the way in, then everything stopped making sense and as we were sitting there watching it, it suddenly ended. i mean as in,.. no resolution of anything.. like they ran out of time. "" sorry folks, out of time, goodnight! "" < br / > < br / > we sat there baffled and booing, and threw in another film. then about 20 minutes later a neighbor of mine showed up.. with one of the guys from the movie! we threw it back in and he ( the actor ) gave us a running commentary, which was awesome because he totally ripped on the movie! < br / > < br / > what more could you ask for?? < br / > < br / > the most absurd scene for me was a motorbike chase scene were it was so dark that it could have literally been a guy running past with a flashlight and not a motorbike at all. that and the jaw droppingly in your face sudden ending is enough to make you howl. in pain! the zombies looked less like zombies than my coworkers do. and i dont work at the morgue either. < br / > < br / > so,",negative
"one hour, eight minutes and twelve seconds into this flick and i decided it was pretty lame. that was right after hopalong ( chris lybbert ) drops on his horse from a tree to rejoin the good guy posse. i was pretty mystified by the whole hopalong cassidy / great bar 20 gimmick which didn ' t translate into anything at all. obviously, the name coppola in the credits couldn ' t do anything to guarantee success here, even with more than one listed. < br / > < br / > if you make it to the end of the film, you ' ll probably wind up asking yourself the same questions i did. what exactly was the hook with the gloves? what ' s up with the rodeo scenario? who was the stranger supposed to represent? why did they make this film? < br / > < br / > i could probably go on but my energy ' s been drained. look, there ' s already a western called "" the gunfighter "" from 1950 with a guy named gregory peck as the title character. watching it will make you feel as good as watching this one makes you feel bad. that one i can recommend.",negative
"caddyshack ii is nothing compared to the original caddyshack. but, there are legitimate reasons for it. ( 1 ) rodney dangerfield was supposed to be the ace of this film but he didn ' t like the script, wanted to change it, his request was denied, so he didn ' t do the film. ( 2 ) it was low budget, bill murray had grown to superstar status. ted knight passed away in 1986, and chevy chase the "" so called ace "" of the first movie ( although it was rodney all the way ) couldn ' t ' t be on more than 5 minutes, because it would cost too much to pay him. but you had dan aykroyd, robert stack, randy quaid and jackie mason, all serviceable substitutes, who none had their best performances.",negative
"the youthful group in "" st. elmo ' s fire "" who just graduated from college barely seem able to make it through high school much less four years at any prominent university. for the most part, these kids are irresponsible, selfish, greedy and stupid, yet co - writer and director joel schumacher appears to hold them up as touchstones for a generation. with a now - outdated cast of "" up and comers "", a background score that sounds awfully similar to that of "" terms of endearment "", and writing which lords the smugness of this circle over us, "" fire "" is a paltry blaze, one that gets even more embarrassing as the years pass on. * 1 / 2 from * * * *",negative
"the plot of the thinner is decidedly thin. and gross. an obese lawyer drives over the gypsy woman, and the gypsy curse causes him to lose and lose weight... to the bone. ok, gypsy curses should be entertaining, but the weight - losing gone bad? nope. except stephen king thinks so. and michael mcdowell, other horror author and the screenwriter of this abysmal film, does so, too. the lawyer is not only criminally irresponsible, he is fat too, haha! the thinner is like an immature piece of crap for a person who moans how he / she has never seen anything so disgusting than fatness. hey, i can only say : well, look at the mirror.",negative
"american pie has gone a long distance from the first. at first i believe the actors don ' t have a clue what their doing and instead it ' s just a remake of a college party gone nuts. story sets out as two freshman college guys ( featuring the young stifler ) setting out the dreams of attending college just to experience the late night parties, sex and of course the booze. the plot is stupid and comes along way away from the original pie. in fact they didn ' t once again feature an apple pie somewhere in the film. < br / > < br / > luckily i work in a video store and can rent for free. but please remember it is a waste of time unless you enjoy brainless sex films with absolute nudity and insane drinking. i ' m a teen myself and i believe even evan almighty would ' ve been a better choice instead.",negative
"the best movie about friendship! especially between an aids infected person and a "" normal "" person. this is a great movie for everyone to see even though there is strong language used. i have seen it 25 times.",positive
"revolt of the zombies has no redeeming features. i ' m tired of people arguing that it ' s not that bad, and that the effects must have packed more of a punch in 1936. i suspect this isn ' t true : it ' s not like iq ' s have risen sharply in the last 7 decades. the average viewer in 1936 was probably just as bored by this rubbish as the average viewer today. why? just try watching the first scenes, and count the pauses between things happening, the awful choice of when to cut to close - up, the slapdash editing that seems to include an extra two seconds on every shot to pad out the running time. pay attention to the utterly redundant dialogue : "" i ' m going to make some tea / go outside / read my book now. "" "" are you? "" "" yes, i am. "" that sort of exchange happens several times. normally i would love that, being a huge fan of bad movies, but watch the listless actors mumbling their trite and tedious lines, and all desire to laugh at the movie slowly fades away. this sort of disinterested, pot - boiling time - waster is far worse than energetic, imaginative mind - blowers like plan nine from outer space or santa claus conquers the martians. those who claim that this is "" better "" than those more interesting movies have a backwards idea of entertainment. this movie is not bad in the sense that your jaw hangs open in astonishment : it ' s bad in the sense that your eyes slowly close in boredom. which is far worse.",negative
"hilariously inept - like "" she wore a yellow ribbon "" remade by five - year - olds. < br / > < br / > spoilers ahead : despite its title, and the high bodycount, "" slaughter trail "" is in fact a musical with injun battles instead of dance numbers. < br / > < br / > if you ever wondered what ed wood might have done with a b - movie budget, this film should answer your question. some decisions may have been bad only in retrospect, such as filming in the short - lived cinecolor process, which resulted in faces changing hue within the same shot. but there was definitely some ill - advised skimping on the film ' s main set, a cavalry fort that seems to be partly a norman castle. < br / > < br / > terry gilkyson, who later wrote the ' the bare necessities ' for disney ' s "" the jungle book "", supplies a score full of original ditties which would have been wonderful for a cartoon but which fit western action like a fuzzy slipper stuck in a stirrup. one song tells how "" horse hooves pound, and their melody sounds, like the hoofbeat serenade ""... during a dead - serious scene of a cavalry patrol. other songs literally narrate the story shot by shot, introducing characters, describing their moods and gestures - as they happen on screen - and even stop to advertise the cinecolor process (! ) < br / > < br / > the script sends ferocious navajos on the warpath to avenge the killing of two of their band by an outlaw trio. by the end of the film, what looks like a hundred navajos and cavalrymen have bitten the dust ( thanks to repeated footage of the same characters dying over and over. ) but the chief is satisfied once he sees the trio of badguys have been slain. as the singer helpfully informs those of us who weren ' t paying attention, the navajos ride away, their battle called off. the cavalry captain, surrounded by the corpses of his fallen comrades, cheerily waves his appreciation. < br / > < br / > the direction could most charitably be described as wooden, or more to the point, wood - en. navajos are consistently shot off their horses in pairs - - never just one. virtually every red man on foot dies by throwing his hands in the air and keeling over. the film also employs the most cautious",negative
"oh man. if you want to give your internal crow t. robot a real workout, this is the movie to pop into the ol ' vcr. the potential for cut - up lines in this film is just endless. < br / > < br / > ( minor spoilers ahead. hey, do you really care if a film of this quality is "" spoiled? "" ) traci is a girl with a problem. psychology has developed names for it when a child develops a sexual crush on the opposite - sex parent. but this girl seems to have one for her same - sex one, and i don ' t think there ' s a term for that. it might be because her mother dana is played by rosanna arquette, whose cute overbite, neo - flowerchild sexuality and luscious figure makes me forgive her any number of bad movies or unsympathetic characters. here dana is not only clueless to her daughter ' s conduct ; she seems to be competing for the gold medal in the olympic indulgent mother competition. < br / > < br / > it ' s possible that dana misses traci ' s murderous streak because truth be told, traci seems to have the criminal skills of a hamster. it ' s only because the script dictates so that she manages to pull off any kind of a body count. < br / > < br / > a particularly hilarious note in this movie is the character of carmen, a mexican maid who is described by dana as around so long she ' s like one of the family although she dresses in what the director thought would say, "" i just fell off the tomato truck from guadalajara. "" carmen is so wise to traci ' s scheming, she might also wear a sign saying, "" hey, i ' m the next victim! "" sure enough, traci confronts carmen as carmen is making her way back from mass, and bops her with one of those slightly angled lug wrenches that car manufacturers put next to your spare as a bad joke. i rather suspect than in real life those things are as useless as a murder weapon as they are for changing a tire. < br / > < br / > in another sequence, arquette wears a flimsy dress to a vineyard, under cloudy skies, talking to the owner. cut to her in another flimsy dress under sunny skies, talking to the owner ' s brother. then cut to her wearing the first dress, in",negative
"this is an excellent, suspenseful, murder - mystery movie. not only was the plot full of suspense and intrigue but you get to see gorgeous ryan gosling for a couple hours, what ' s not to love! also, sandra bullock is good in this movie - i ' ve always been a fan of hers, ( i just wish she hadn ' t decided to be in "" the lake house "" which was horrible, but that ' s another story altogether ). obviously since there are thousands of other murder / horror movies out there, there are bound to be similarities between them, no need to bash this movie for having some similarities to at least a few that have already been made. anyway, this is a great movie for those of you that actually enjoy "" scary "" movies, it ' s a little dark and twisted but overall a great movie!!!",positive
"brides are dying at the altar, and their corpses are disappearing. everybody is concerned, but nobody seems to be able to figure out why and how this is happening, nor can they prevent it from happening. bear with me. bela lugosi is responsible for this, as he is extracting spinal fluid from these young women to transfuse his ancient wife and keep her alive. continue to bear with me. finally, the authorities figure out that somebody must be engineering the deaths and disappearances, but of course, they can ' t figure out the improbable motive. let ' s just ignore the ludicrous pseudoscience and move on... if you can get through the first twenty minutes of this mess, you will be treated to lugosi whipping his lab assistant for disrespecting one of the brides he has murdered, explaining that he finds sleeping in a coffin much more comfortable than a bed, and other vague parodies of real horror films ( the kind with budgets and plots ). anyhoo - a female journalist follows her nose to the culprit ( and remarkably the inept police are nowhere to be seen! ), and then the fun really starts. < br / > < br / > the cinematography and acting are ok. there are a lot of well dressed, very good looking people in this film. the directing is fair, and the script is a little better than the material deserved. nevertheless, this film fails to sustain the interest of all but the most hardened b - film fan. the best thing about it.... it does eventually end, but not soon enough.",negative
"on first watching this film it is hard to know quite what has happened, but on a subsequent viewing it become more clear. i enjoyed this movie. dean cain was excellent in the role of bob. lexa doig ' s character was confusing to understand, at first, she was out to trap bob but i really believe she landed up loving him although by then she had broken his heart. dean cain ' s performance was an usual excellent. he gets better with every film he does. my only question at the end of the film was what happened to bob, camilla and the baby. it was left for the viewer to decide",positive
"the comments already left for this show are way more funny than the show itself and they are all accurate. i feel exactly the same way, that i am very disappointed at how far rick mercer has fallen when he used to do some really great things on this hour has 22 minutes but now he is just clowning around, going places and talking to people. he does some bits in the studio about things going on in the news but they are never funny at all, just really sad and predictable jokes about headlines. most of his show is him going somewhere to talk to people, for example this week he is going to a rodeo and the video pieces are all of him making funny faces and acting scared of the wild horses, etc. he used to be funny but has gotten way less funny since leaving this hour has 22 minutes and that show is also not funny at all any more. now that air farce is off the air ( finally thank goodness! ) mercer and this hour has 22 minutes have got to be next in line for the axe, just old tired predictable comedy that almost nobody finds funny any more. it ' s sad really considering rick mercer used to be the funniest man on canadian tv!",negative
"wow, this is in my opinion the best sitcom since friends. if you have had a crap day just sit yourself down with a beer ( if you are old enough that is. if not a root beer will have to do. ) and watch a couple of episodes, it ' s the perfect recipe for happiness. < br / > < br / > the thing i like most is that everybody in the show is very funny and they all have fantastic comedy timing. after a while you become attached to the characters and really care about them. i think the secret to the shows success is that they have an enviable life. doug is fat but still happy with it, he loves his wife his job and his friends. the father in law is the fly in the ointment but hey nothings perfect.",positive
""" ah ritchie ' s made another gangster film with statham "" thought the average fan, expecting another snatch / lock stock ; expecting perhaps a couple of temporal shifts, but none too hard for "" me and the lads "" to swallow after a few beers. < br / > < br / > ah, pay attention, you do need to watch this film. no cups of tea, no extra diet cokes from the counter, no "" keep it running "" shouts as you nip to the fridge - watch the film! no laughs other than those you may make yourself from the considerable violence ( and if that floats your boat, so be it ) but sharp solid direction, excellent dialogue, and great performances. < br / > < br / > my favourite - big pussy from the sopranos, always a reliable hood.",positive
"< br / > < br / > i saw the glacier fox in the theatre when i was nine years old - i bugged my parents to take me back three times. i began looking for it on video about five years ago, finally uncovering a copy on an online auction site, but i would love to see it either picked up by a new distributor and rereleased ( i understand the original video run was small ), or have the rights purchased by the family channel, disney, etc. and shown regularly. it is a fascinating film that draws you into the story of the life struggle of a family of foxes in northern japan, narrated by a wise old tree. the excellent soundtrack compliments the film well. it would be a good seller today, better than many of the weak offerings to children ' s movies today.",positive
"would you be surprised if i told you this movie deals with a conspiracy? no? how about if i told you the ringleader was a shadow puppet. what? you don ' t believe me?... ok. yes, i made that up. it ' s too bad, this movie could have used a sense of humor. i understand charlie sheen doing this at the time - another movie equaled more money - as for donald sutherland and linda hamilton... why? don ' t even get me started on stephen lang. he was so much fun as the party crasher in ' the hard way ' and now this junk. < br / > < br / > ah no matter. everyone involved should feel ashamed. if you aim to make a bad movie and succeed - it ' s twisted - but i seriously doubt that was what they were aiming for here. flat out, the story stinks and we ' re actually supposed to take this yak seriously. makes you wonder if this movie even had a glimmer of hope. seriously, i doubt it and in an industry so tight with the purse strings how this got green lit in the first place is beyond me. maybe even more scary is how this dog pile made it ' s way to theaters!? < br / > < br / > oh... sam waterson, how great you are in law & order. why are you here? demoting yourself to the role of the president of the united states who might i add gets to be shot at by a remote control biplane controlled by the gonzo assassin. then again this is a masterpiece of work from george p. cosmatos who ' s "" directing "" credits include rambo : first blood part ii amongst other gems. hmm.... case in point?",negative
this film was absolutely... ugh i can ' t find the word oh wait... crap! i mean when it started i was like yeah this looks good and then after it was so boring. i nearly fell asleep and it had nothing to do with the fact that i caught a late showing because it was utter filth. ram gopal varma has tried his best but the cast could never live up to the cast of the original sholay i mean what was he thinking doing a remake. what was he trying to do? be like sanjay leeli bhansani and win all the awards next year like he did for black? ajay and that other guy were good especially the other guy who played raj because out of all of them he was the one to look at. what was amitabh doing? he ' s destroying his own dignity by doing all these stupid films. first nishabd then cheeni kum then jhoom barabar jhoom and now this i mean hes got to gather a bit of his money and move as far away from bollywood as possible before he loses all his respect and i ' m telling you he ' s already past half his way. i mean all this is really good for the other actors like shah rukh khan who ' s getting a really good name now because of the recent downfall of amitabh. i never really liked him because he thinks he ' s god and i just knew abhishek was going to be in that movie. < br / > < br / > if you want to save your £17. 75 and spend it on something good go watch heyy babyy because that ' s just the funniest movie ever and it ' s number one in the charts!,negative
"french cinema sucks! down with all these psychiotric visions with their my - god - am - i - cultivated distinguished attitudes! pestilence to conceited symbolic film - language and impervious chiffres! i ' ll no longer have a mind for that! leos carax, did you ever think about, that a dialogue in a film could be natural and vivid??? maybe i ' m too common to understand you? or had it been your task to confirm all the cliches of a frenchman the world can have? guillaume the to - be - guilliotined comes to his home - palace, mme. deneuve, not in the picture, plays the flute : "" here am i, darling! "" in this moment, i knew, that she ' s in the bathtub, and we ` ll see her lying in there soon. don ' t misunderstand me, i ' m not prudish, and the incestous sex scene was the climax of the film. but this is, in berlin, we say "" etepetete "", what means something like "" etre - peut - etre "", a snobistic, self - satisfied, and, the worst, seen that often in french movies i can tell! other example : she, beautiful and willing, is looking at herself in a mirror, combing her hair, and her wild - bearded, dirty young guru rushs into the room, breathless shouting : "" there ' s no escape, there ' s no escape! "" forty years after existencialistic sartres and consorts - what ' s new, what ' s exciting about? my god, there ' s that woman and she loves and admires you, what would be more natural to be happy with your life? and when you ' re not, please explain much better, why!! born french means you have to live a life in extravaganza, no escape, is that the point?",negative
"in the 2nd of his historical martial arts films, chiba portrays his real life sensei mas oyama. the film even recreates oyama ' s incredible feat of killing a raging bull with his bare hands ( oyama did this feat over 50 times in real life ). dynamic fight choreography featuring authentic kyokushinkai techniques. ironically this is one of the rare sonny chiba films in which he doesn ' t tear out or rip off body parts of opponents. a must see for sonny chiba fans definitely one of his top 5 films",positive
"sure, we all like bad movies at one time or another, and we in fact enjoy them, this however, wasn ' t even a guilty pleasure, it was just crap. some guy, vince offer, who is conceited enough to make himself the main character while probably got drunk / high - - probably both - - and thought it was a great idea to make a movie. he then proceeded to show his script to equally high / drunk individuals. overall, this movie was so bad, predictable, and unoriginal i couldn ' t get through 20 minutes of it before i turned it off. it makes you got served look like citizen kane. bat man? wtf... some guy that walks around with a bat, real original. almost as good as calling him fat man, and having a fat guy walk around in a superhero outfit.",negative
"a comedy that worked surprisingly well was the little british effort "" the divorce of lady x ( 1938 ) "". it marks the first pairing of laurence olivier and merle oberon, before that little film about uncontrollable passion on the 19th century english moors. and while olivier and oberon are not particularly well - suited to screwball comedy, it all flows along nicely. oberon is leslie, a young woman who ends up in priggish divorce lawyer logan ' s ( olivier ) hotel suite by way of a nasty english fog preventing travel. she does everything possible to irritate him - - but, in the crazy way films go, he falls for her. and she falls for him. but a serious case of mistaken identity occurs when oberon ' s "" lady x "" ( that ' s all she leaves oliver in a note ) is thought by olivier to be a married woman. to make matters worse, and more amusing, lord mere ( ralph richardson ) goes to olivier wanting a divorce from his wife whom dear larry thinks must be oberon! there is some nice battle - of - the - sexes dialogue, and fun exploration of sexual politics. you can see that olivier is not too confident with the comedy, but in true olivier he ' s a consummate professional, and delivers. and he handles the screwball twists and turns, maybe not with ease, but with gusto. oberon was no great shakes as an actress, but she was usually competent enough, and despite their reputed off - screen dislike of her, worked well with olivier. this was filmed in early technicolour that looks very primitive today ( everyone looks even whiter than michael jackson ), but perhaps the print needs cleaning up.",positive
"this movie is one of the most provocative jesus movies i have ever seen. it does not seek to tell the whole story, but only to portray an interpretive expression of the last day of jesus christ. it is darkly witty, playful and seriously faithful to elements of the jewish tradition and to modern scriptural interpretation. judas is much more ordinary than other portrayals, not the dark and sinister evil that we sometimes imagine, but a grossly mistaken man, horribly misguided in his zeal. chris saranden ' s jesus is playful and serious, faithful and committed - - very human while also divine. the final dialog is thoughtfully done and serves as the kind of small talk that two powerful men might do when they have just committed an atrocity. i would watch this movie again and recommend it to others.",positive
"this is one of the most ridiculous westerns that hollywood ever made. gary cooper plays ' reb hollister ', a former confederate officer wanted by the law. he meets up with a moron named weatherby, played by leif erickson, who is a u. s. marshal with no knowledge of firearms. weatherby is on his way to dallas to see his fiancee, tonia robles, played by ruth roman. senor robles, tonia ' s father, has plenty of men, but they can ' t seem to be able to keep an eye on his cattle, which are regularly rustled by the marlow brothers. will marlow, played by raymond massey, has financed the loan on the robles estate, making things completely absurd. he even has the power to call for mortgage payments before they ' re due, simply because he feels like it. < br / > < br / > since weatherby is a boston boy who can ' t fight, since he only became a marshal so he could visit his fiancee, tonia, ( just another instance of more plot nonsense. are we to assume that you only have to pass a written test to get this job? wait a minute, this guy couldn ' t pass the written test either. ) he switches identities with reb hollister, who of course is an expert gunman. reb takes the liberty of greeting weatherby ' s girl with a passionate kiss, while weatherby looks on like an idiot. gary cooper, hollywood ' s number one stud, is in fine form here as reb. before the movie ' s done, not only does he take weatherby ' s job, he steals his fiancee also, and ruth roman as tonia, falls for him so hard and so fast that she gives chump leif erickson the brush - off before the films little more than half over. < br / > < br / > there isn ' t a shred of plot credibility in the whole film, so despite the good cast and lush photography, the film is a dud. and cooper ' s character is a complete heel to boot. the film also stars barbara payton as brant marlow ' s girl, a beautiful and talented actress who squandered away her chances, unfortunately, by making too many headlines for the wrong reasons. i strongly suggest you pass this one up.",negative
"this kind of "" inspirational "" saccharine is enough to make you sick. it telegraphs its sentiments like the biggest semaphore on earth. it removes from the audience its own interpretation and feeling by making the choices for it. the big finish is swimming in weeping orchestration that must supposed to work like jumper cables on a dead car ; i guess you ' d need such prompting to feel if you ' re stupid enough to watch a film as simple - minded and sappy as this. streep glows and you wonder if she really has the depth of feeling on display or if it ' s just that - - - a display, switched on and off like a light. because i can ' t for the life of me see how she could possibly find life in such a dud of film. even though it ' s based on a true story, and an inspirational one at that i ' m sure, the set - up, execution and performances play like a third - rate tv movie or half - witted high school drama.",negative
"true love, i truly enjoyed and loved this movie. it was fun, funny and inspirational. i just saw it on dvd. how did i miss this one it ' s a winner! i mean flex was "" that guy "". i wanted to marry him. this was my 1st time seeing him as a straight leading man and he pulls it off. i thought tangi miller was the best ever and i was a felicity head too. a fearless woman who only fears her nana. thank you for giving women of color range in your work and she looks great! tasha smith was a blast! aloma wright was priceless as nana. this cute romantic comedy is "" a must see "". oh and the new comer marcus patrick is worth the surprise ladies... true love. karen",positive
